Keyword,PMID,Title,Journal,Abstract,Publication Date
"Human AND ""Pathogen Evolution"" AND Bioinformatics",33617114,Genomic Epidemiology Analysis of Infectious Disease Outbreaks Using TransPhylo.,Current protocols,"Comparing the pathogen genomes from several cases of an infectious disease has the potential to help us understand and control outbreaks. Many methods exist to reconstruct a phylogeny from such genomes, which represents how the genomes are related to one another. However, such a phylogeny is not directly informative about transmission events between individuals. TransPhylo is a software tool implemented as an R package designed to bridge the gap between pathogen phylogenies and transmission trees. TransPhylo is based on a combined model of transmission between hosts and pathogen evolution within each host. It can simulate both phylogenies and transmission trees jointly under this combined model. TransPhylo can also reconstruct a transmission tree based on a dated phylogeny, by exploring the space of transmission trees compatible with the phylogeny. A transmission tree can be represented as a coloring of a phylogeny where each color represents a different host of the pathogen, and TransPhylo provides convenient ways to plot these colorings and explore the results. This article presents the basic protocols that can be used to make the most of TransPhylo. (c) 2021 The Authors. Basic Protocol 1: First steps with TransPhylo Basic Protocol 2: Simulation of outbreak data Basic Protocol 3: Inference of transmission Basic Protocol 4: Exploring the results of inference.",2021 Feb
"Human AND ""Pathogen Evolution"" AND Bioinformatics",34034912,What can phylodynamics bring to animal health research?,Trends in ecology & evolution,"Infectious diseases are a major burden to global economies, and public and animal health. To date, quantifying the spread of infectious diseases to inform policy making has traditionally relied on epidemiological data collected during epidemics. However, interest has grown in recent phylodynamic techniques to infer pathogen transmission dynamics from genetic data. Here, we provide examples of where this new discipline has enhanced disease management in public health and illustrate how it could be further applied in animal health. In particular, we describe how phylodynamics can address fundamental epidemiological questions, such as inferring key transmission parameters in animal populations and quantifying spillover events at the wildlife-livestock interface, and generate important insights for the design of more effective control strategies.",2021 Sep
"Human AND ""Pathogen Evolution"" AND Bioinformatics",34189396,Augur: a bioinformatics toolkit for phylogenetic analyses of human pathogens.,Journal of open source software,"The analysis of human pathogens requires a diverse collection of bioinformatics tools. These tools include standard genomic and phylogenetic software and custom software developed to handle the relatively numerous and short genomes of viruses and bacteria. Researchers increasingly depend on the outputs of these tools to infer transmission dynamics of human diseases and make actionable recommendations to public health officials (Black et al., 2020; Gardy et al., 2015). In order to enable real-time analyses of pathogen evolution, bioinformatics tools must scale rapidly with the number of samples and be flexible enough to adapt to a variety of questions and organisms. To meet these needs, we developed Augur, a bioinformatics toolkit designed for phylogenetic analyses of human pathogens.",2021
"Human AND ""Pathogen Evolution"" AND Bioinformatics",34288921,Molecular epidemiology of SARS-CoV-2 in Cyprus.,PloS one,"Whole genome sequencing of viral specimens following molecular diagnosis is a powerful analytical tool of molecular epidemiology that can critically assist in resolving chains of transmission, identifying of new variants or assessing pathogen evolution and allows a real-time view into the dynamics of a pandemic. In Cyprus, the first two cases of COVID-19 were identified on March 9, 2020 and since then 33,567 confirmed cases and 230 deaths were documented. In this study, viral whole genome sequencing was performed on 133 SARS-CoV-2 positive samples collected between March 2020 and January 2021. Phylogenetic analysis was conducted to evaluate the genomic diversity of circulating SARS-CoV-2 lineages in Cyprus. 15 different lineages were identified that clustered into three groups associated with the spring, summer and autumn/winter wave of SARS-CoV-2 incidence in Cyprus, respectively. The majority of the Cypriot samples belonged to the B.1.258 lineage first detected in September that spread rapidly and largely dominated the autumn/winter wave with a peak prevalence of 86% during the months of November and December. The B.1.1.7 UK variant (VOC-202012/01) was identified for the first time at the end of December and spread rapidly reaching 37% prevalence within one month. Overall, we describe the changing pattern of circulating SARS-CoV-2 lineages in Cyprus since the beginning of the pandemic until the end of January 2021. These findings highlight the role of importation of new variants through travel towards the emergence of successive waves of incidence in Cyprus and demonstrate the importance of genomic surveillance in determining viral genetic diversity and the timely identification of new variants for guiding public health intervention measures.",2021
"Human AND ""Pathogen Evolution"" AND Bioinformatics",34312522,Bottleneck size and selection level reproducibly impact evolution of antibiotic resistance.,Nature ecology & evolution,"During antibiotic treatment, the evolution of bacterial pathogens is fundamentally affected by bottlenecks and varying selection levels imposed by the drugs. Bottlenecks-that is, reductions in bacterial population size-lead to an increased influence of random effects (genetic drift) during bacterial evolution, and varying antibiotic concentrations during treatment may favour distinct resistance variants. Both aspects influence the process of bacterial evolution during antibiotic therapy and thereby treatment outcome. Surprisingly, the joint influence of these interconnected factors on the evolution of antibiotic resistance remains largely unexplored. Here we combine evolution experiments with genomic and genetic analyses to demonstrate that bottleneck size and antibiotic-induced selection reproducibly impact the evolutionary path to resistance in pathogenic Pseudomonas aeruginosa, one of the most problematic opportunistic human pathogens. Resistance is favoured-expectedly-under high antibiotic selection and weak bottlenecks, but-unexpectedly-also under low antibiotic selection and severe bottlenecks. The latter is likely to result from a reduced probability of losing favourable variants through drift under weak selection. Moreover, the absence of high resistance under low selection and weak bottlenecks is caused by the spread of low-resistance variants with high competitive fitness under these conditions. We conclude that bottlenecks, in combination with drug-induced selection, are currently neglected key determinants of pathogen evolution and outcome of antibiotic treatment.",2021 Sep
"Human AND ""Pathogen Evolution"" AND Bioinformatics",34490415,Increased risk of severe clinical course of COVID-19 in carriers of HLA-C*04:01.,EClinicalMedicine,"BACKGROUND: Since the beginning of the coronavirus disease 2019 (COVID-19) pandemic, there has been increasing urgency to identify pathophysiological characteristics leading to severe clinical course in patients infected with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Human leukocyte antigen alleles (HLA) have been suggested as potential genetic host factors that affect individual immune response to SARS-CoV-2. We sought to evaluate this hypothesis by conducting a multicenter study using HLA sequencing. METHODS: We analyzed the association between COVID-19 severity and HLAs in 435 individuals from Germany (n = 135), Spain (n = 133), Switzerland (n = 20) and the United States (n = 147), who had been enrolled from March 2020 to August 2020. This study included patients older than 18 years, diagnosed with COVID-19 and representing the full spectrum of the disease. Finally, we tested our results by meta-analysing data from prior genome-wide association studies (GWAS). FINDINGS: We describe a potential association of HLA-C*04:01 with severe clinical course of COVID-19. Carriers of HLA-C*04:01 had twice the risk of intubation when infected with SARS-CoV-2 (risk ratio 1.5 [95% CI 1.1-2.1], odds ratio 3.5 [95% CI 1.9-6.6], adjusted p-value = 0.0074). These findings are based on data from four countries and corroborated by independent results from GWAS. Our findings are biologically plausible, as HLA-C*04:01 has fewer predicted bindings sites for relevant SARS-CoV-2 peptides compared to other HLA alleles. INTERPRETATION: HLA-C*04:01 carrier state is associated with severe clinical course in SARS-CoV-2. Our findings suggest that HLA class I alleles have a relevant role in immune defense against SARS-CoV-2. FUNDING: Funded by Roche Sequencing Solutions, Inc.",2021 Oct
"Human AND ""Pathogen Evolution"" AND Bioinformatics",35206580,Classical and Next-Generation Vaccine Platforms to SARS-CoV-2: Biotechnological Strategies and Genomic Variants.,International journal of environmental research and public health,"Several coronaviruses (CoVs) have been identified as human pathogens, including the alpha-CoVs strains HCoV-229E and HCoV-NL63 and the beta-CoVs strains HCoV-HKU1 and HCoV-OC43. SARS-CoV, MERS-CoV, and SARS-CoV-2 are also classified as beta-coronavirus. New SARS-CoV-2 spike genomic variants are responsible for human-to-human and interspecies transmissibility, consequences of adaptations of strains from animals to humans. The receptor-binding domain (RBD) of SARS-CoV-2 binds to receptor ACE2 in humans and animal species with high affinity, suggesting there have been adaptive genomic variants. New genomic variants including the incorporation, replacement, or deletion of the amino acids at a variety of positions in the S protein have been documented and are associated with the emergence of new strains adapted to different hosts. Interactions between mutated residues and RBD have been demonstrated by structural modelling of variants including D614G, B.1.1.7, B1.351, P.1, P2; other genomic variants allow escape from antibodies generated by vaccines. Epidemiological and molecular tools are being used for real-time tracking of pathogen evolution and particularly new SARS-CoV-2 variants. COVID-19 vaccines obtained from classical and next-generation vaccine production platforms have entered clinicals trials. Biotechnology strategies of the first generation (attenuated and inactivated virus-CoronaVac, CoVaxin; BBIBP-CorV), second generation (replicating-incompetent vector vaccines-ChAdOx-1; Ad5-nCoV; Sputnik V; JNJ-78436735 vaccine-replicating-competent vector, protein subunits, virus-like particles-NVX-CoV2373 vaccine), and third generation (nucleic-acid vaccines-INO-4800 (DNA); mRNA-1273 and BNT 162b (RNA vaccines) have been used. Additionally, dendritic cells (LV-SMENP-DC) and artificial antigen-presenting (aAPC) cells modified with lentiviral vector have also been developed to inhibit viral activity. Recombinant vaccines against COVID-19 are continuously being applied, and new clinical trials have been tested by interchangeability studies of viral vaccines developed by classical and next-generation platforms.",2022 Feb 18
"Human AND ""Pathogen Evolution"" AND Bioinformatics",36386655,A novel T4- and lambda-based receptor binding protein family for bacteriophage therapy host range engineering.,Frontiers in microbiology,"Widespread multidrug antimicrobial resistance in emerging pathogens has led to a renewed interest in phage therapy as an alternative or supplement to traditional small molecule drugs. The primary limiting factors of phage therapy deployment rest in the narrow host range specificity of phage as well as a poor understanding of many phages' unintended downstream effects on host physiology and microbiota as well as on adverse pathogen evolution. Consequently, this has made assembling well-defined and safe ""phage-cocktails"" of solely naturally occurring phages labor- and time-intensive. To increase the speed, efficacy, and safety of therapeutic deployment, there is exceptional interest in modulating the host ranges of well-characterized lytic phages (e.g., T4 and T7) by using synthetic strategies to the swap phage tail components, the receptor binding proteins (RBPs) key for host specificity. Here we identify the RBP of the Citrobacter rodentium temperate phage PhiNP as ORF6. Through bioinformatic and phylogenetic assays, we demonstrate this RBP to be closely related to the known RBPs of T4 and lambda. Further investigation reveals a novel, greater than 200 members RBP family with phages targeting several notable human pathogens, including Klebsiella pneumoniae, Escherichia coli O157:H7, Salmonella spp., and Shigella spp. With well characterized lytic members, this RBP family represents an ideal candidate for use in synthetic strategies for expanding therapeutic phage host ranges.",2022
"Human AND ""Pathogen Evolution"" AND Bioinformatics",36534487,Mining of the Novel Virulent ATP-Binding Cassette Importers in Mycobacterium abscessus by Comparative Genomic Strategy.,"Microbial drug resistance (Larchmont, N.Y.)","Background: The virulent ATP-binding cassette (ABC) importers from Mycobacterium abscessus, the most common native multidrug resistant and emerging opportunistic pathogen in rapidly growing NTM, were explored by comparative genomic study, in view of the fact that the ABC importers of Mycobacterium tuberculosis, responsible for uptaking metals, anions, amino acids, peptides, sugars, and other crucial substances from the host, had been proved to be closely related with the bacillus's virulence, survival in the host macrophages, antibiotic resistance, modulation of host immune system, and so on, although detailed mechanism was unclear. Methods: For virulent ABC importers from M. abscessus predicted by orthology and phylogeny analysis of nucleotide-binding domains (NBDs) of Mycobacterium smegmatis, M. abscessus, and M. tuberculosis, the antibiotic susceptibility of overexpression transformant and knockout mutant was assayed after confirmation by in vitro experiment. Results: Three-domain importers were dominant ones in M. abscessus (60.0%), four-domain ones dominant in M. tuberculosis (87.5%), whereas both types were same in M. smegmatis (41.9%). In the phylogenetic tree, the importers of M. abscessus (53.3%) and M. tuberculosis (62.5%) were mainly distributed in clay A, whereas the clay E was exclusively composed of M. smegmatis NBDs, which hinted possible reprogramming of the transporter system during the pathogen evolution. In clay A, MAB_2178 and others were predicted virulence-associated because of high sequence similarity to M. tuberculosis virulence importers. Conclusions: The importance and complexity of antibiotics resistance mechanisms of MAB_2176-2177-2178 were pointed out by its overexpression enhancing bacterial resistance to ciprofloxacin, clarithromycin, cefoxitin, and sensitivity to amikacin, and knockout having opposite phenotypes.",2022 Dec
"Human AND ""Pathogen Evolution"" AND Bioinformatics",36752777,Identification of genes influencing the evolution of Escherichia coli ST372 in dogs and humans.,Microbial genomics,"ST372 are widely reported as the major Escherichia coli sequence type in dogs globally. They are also a sporadic cause of extraintestinal infections in humans. Despite this, it is unknown whether ST372 strains from dogs and humans represent shared or distinct populations. Furthermore, little is known about genomic traits that might explain the prominence of ST372 in dogs or presence in humans. To address this, we applied a variety of bioinformatics analyses to a global collection of 407 ST372 E. coli whole-genome sequences to characterize their epidemiological features, population structure and associated accessory genomes. We confirm that dogs are the dominant host of ST372 and that clusters within the population structure exhibit distinctive O:H types. One phylogenetic cluster, 'cluster M', comprised almost half of the sequences and showed the divergence of two human-restricted clades that carried different O:H types to the remainder of the cluster. We also present evidence supporting transmission between dogs and humans within different clusters of the phylogeny, including M. We show that multiple acquisitions of the pdu propanediol utilization operon have occurred in clusters dominated by isolates of canine source, possibly linked to diet, whereas loss of the pdu operon and acquisition of K antigen virulence genes characterize human-restricted lineages.",2023 Feb
"Human AND ""Pathogen Evolution"" AND Bioinformatics",36792874,Cholera Dynamics and the Emergence of Pandemic Vibrio cholerae.,Advances in experimental medicine and biology,"Cholera is a severe diarrheal disease caused by the aquatic bacterium Vibrio cholerae. Interestingly, to date, only one major clade has emerged to cause pandemic disease in humans: the clade that encompasses the strains from the O1 and O139 serogroups. In this chapter, we provide a comprehensive perspective on the virulence factors and mobile genetic elements (MGEs) associated with the emergence of pandemic V. cholerae strains and highlight novel findings such as specific genomic background or interactions between MGEs that explain their confined distribution. Finally, we discuss pandemic cholera dynamics contextualizing them within the evolution of the bacterium.",2023
"Human AND ""Pathogen Evolution"" AND Bioinformatics",37386005,Increased vaccine sensitivity of an emerging SARS-CoV-2 variant.,Nature communications,"Host immune responses are a key source of selective pressure driving pathogen evolution. Emergence of many SARS-CoV-2 lineages has been associated with enhancements in their ability to evade population immunity resulting from both vaccination and infection. Here we show diverging trends of escape from vaccine-derived and infection-derived immunity for the emerging XBB/XBB.1.5 Omicron lineage. Among 31,739 patients tested in ambulatory settings in Southern California from December, 2022 to February, 2023, adjusted odds of prior receipt of 2, 3, 4, and >/=5 COVID-19 vaccine doses were 10% (95% confidence interval: 1-18%), 11% (3-19%), 13% (3-21%), and 25% (15-34%) lower, respectively, among cases infected with XBB/XBB.1.5 than among cases infected with other co-circulating lineages. Similarly, prior vaccination was associated with greater point estimates of protection against progression to hospitalization among cases with XBB/XBB.1.5 than among non-XBB/XBB.1.5 cases (70% [30-87%] and 48% [7-71%], respectively, for recipients of >/=4 doses). In contrast, cases infected with XBB/XBB.1.5 had 17% (11-24%) and 40% (19-65%) higher adjusted odds of having experienced 1 and >/=2 prior documented infections, respectively, including with pre-Omicron variants. As immunity acquired from SARS-CoV-2 infection becomes increasingly widespread, fitness costs associated with enhanced vaccine sensitivity in XBB/XBB.1.5 may be offset by increased ability to evade infection-derived host responses.",2023 Jun 29
"Human AND ""Pathogen Evolution"" AND Bioinformatics",37646506,Rapid and strain-specific resistance evolution of Staphylococcus aureus against inhibitory molecules secreted by Pseudomonas aeruginosa.,mBio,"Polymicrobial infections are common. In chronic infections, the different pathogens may repeatedly interact, which could spur evolutionary dynamics with pathogens adapting to one another. Here, we explore the potential of Staphylococcus aureus to adapt to its competitor Pseudomonas aeruginosa. These two pathogens frequently co-occur, and P. aeruginosa is seen as the dominant species being able to displace S. aureus. We studied three different S. aureus strains and found that all became quickly resistant to inhibitory compounds secreted by P. aeruginosa. Our experimental evolution revealed strains-specific adaptations with three main factors contributing to resistance evolution: (i) overproduction of staphyloxanthin, a molecule protecting from oxidative stress; (ii) the formation of small colony variants also protecting from oxidative stress; and (iii) alterations of membrane transporters possibly reducing toxin uptake. Our results show that species interactions can change over time potentially favoring species co-existence, which in turn could affect disease progression and treatment options.",2023 Oct 31
"Human AND ""Pathogen Evolution"" AND Bioinformatics",38267579,Redefining the treponemal history through pre-Columbian genomes from Brazil.,Nature,"The origins of treponemal diseases have long remained unknown, especially considering the sudden onset of the first syphilis epidemic in the late 15th century in Europe and its hypothesized arrival from the Americas with Columbus' expeditions(1,2). Recently, ancient DNA evidence has revealed various treponemal infections circulating in early modern Europe and colonial-era Mexico(3-6). However, there has been to our knowledge no genomic evidence of treponematosis recovered from either the Americas or the Old World that can be reliably dated to the time before the first trans-Atlantic contacts. Here, we present treponemal genomes from nearly 2,000-year-old human remains from Brazil. We reconstruct four ancient genomes of a prehistoric treponemal pathogen, most closely related to the bejel-causing agent Treponema pallidum endemicum. Contradicting the modern day geographical niche of bejel in the arid regions of the world, the results call into question the previous palaeopathological characterization of treponeme subspecies and showcase their adaptive potential. A high-coverage genome is used to improve molecular clock date estimations, placing the divergence of modern T. pallidum subspecies firmly in pre-Columbian times. Overall, our study demonstrates the opportunities within archaeogenetics to uncover key events in pathogen evolution and emergence, paving the way to new hypotheses on the origin and spread of treponematoses.",2024 Mar
"Human AND ""Pathogen Evolution"" AND Bioinformatics",39058033,mSphere of Influence: Predicting the evolution of pathogen populations.,mSphere,"Tatum D. Mortimer works in the field of pathogen population genomics and evolution. In this mSphere of Influence article, she reflects on how ""Frequency-dependent selection can forecast evolution in Streptococcus pneumoniae"" by Azarian et al. and ""Contingency, repeatability, and predictability in the evolution of a prokaryotic pangenome"" by Beavan et al. made an impact on her by highlighting the ways in which genomic data can be used to predict pathogen evolution.",2024 Aug 28
"Human AND ""Pathogen Evolution"" AND Bioinformatics",39241101,Fitness models provide accurate short-term forecasts of SARS-CoV-2 variant frequency.,PLoS computational biology,"Genomic surveillance of pathogen evolution is essential for public health response, treatment strategies, and vaccine development. In the context of SARS-COV-2, multiple models have been developed including Multinomial Logistic Regression (MLR) describing variant frequency growth as well as Fixed Growth Advantage (FGA), Growth Advantage Random Walk (GARW) and Piantham parameterizations describing variant Rt. These models provide estimates of variant fitness and can be used to forecast changes in variant frequency. We introduce a framework for evaluating real-time forecasts of variant frequencies, and apply this framework to the evolution of SARS-CoV-2 during 2022 in which multiple new viral variants emerged and rapidly spread through the population. We compare models across representative countries with different intensities of genomic surveillance. Retrospective assessment of model accuracy highlights that most models of variant frequency perform well and are able to produce reasonable forecasts. We find that the simple MLR model provides  approximately 0.6% median absolute error and  approximately 6% mean absolute error when forecasting 30 days out for countries with robust genomic surveillance. We investigate impacts of sequence quantity and quality across countries on forecast accuracy and conduct systematic downsampling to identify that 1000 sequences per week is fully sufficient for accurate short-term forecasts. We conclude that fitness models represent a useful prognostic tool for short-term evolutionary forecasting.",2024 Sep
"Human AND ""Pathogen Evolution"" AND Bioinformatics",39457310,Genomics and Bioinformatics in One Health: Transdisciplinary Approaches for Health Promotion and Disease Prevention.,International journal of environmental research and public health,"The One Health concept underscores the interconnectedness of human, animal, and environmental health, necessitating an integrated, transdisciplinary approach to tackle contemporary health challenges. This perspective paper explores the pivotal role of genomics and bioinformatics in advancing One Health initiatives. By leveraging genomic technologies and bioinformatics tools, researchers can decode complex biological data, enabling comprehensive insights into pathogen evolution, transmission dynamics, and host-pathogen interactions across species and environments (or ecosystems). These insights are crucial for predicting and mitigating zoonotic disease outbreaks, understanding antimicrobial resistance patterns, and developing targeted interventions for health promotion and disease prevention. Furthermore, integrating genomic data with environmental and epidemiological information enhances the precision of public health responses. Here we discuss case studies demonstrating successful applications of genomics and bioinformatics in One Health contexts, such as including data integration, standardization, and ethical considerations in genomic research. By fostering collaboration among geneticists, bioinformaticians, epidemiologists, zoologists, and data scientists, the One Health approach can harness the full potential of genomics and bioinformatics to safeguard global health. This perspective underscores the necessity of continued investment in interdisciplinary education, research infrastructure, and policy frameworks to effectively employ these technologies in the service of a healthier planet.",2024 Oct 9
