Keyword,PMID,Title,Journal,Abstract,Publication Date
"""Bioinformatics Tools"" AND ""Comparative genomics""",31747873,Comparison of different annotation tools for characterization of the complete chloroplast genome of Corylus avellana cv Tombul.,BMC genomics,"BACKGROUND: Several bioinformatics tools have been designed for assembly and annotation of chloroplast (cp) genomes, making it difficult to decide which is most useful and applicable to a specific case. The increasing number of plant genomes provide an opportunity to accurately obtain cp genomes from whole genome shotgun (WGS) sequences. Due to the limited genetic information available for European hazelnut (Corylus avellana L.) and as part of a genome sequencing project, we analyzed the complete chloroplast genome of the cultivar 'Tombul' with multiple annotation tools. RESULTS: Three different annotation strategies were tested, and the complete cp genome of C. avellana cv Tombul was constructed, which was 161,667 bp in length, and had a typical quadripartite structure. A large single copy (LSC) region of 90,198 bp and a small single copy (SSC) region of 18,733 bp were separated by a pair of inverted repeat (IR) regions of 26,368 bp. In total, 125 predicted functional genes were annotated, including 76 protein-coding, 25 tRNA, and 4 rRNA unique genes. Comparative genomics indicated that the cp genome sequences were relatively highly conserved in species belonging to the same order. However, there were still some variations, especially in intergenic regions, that could be used as molecular markers for analyses of phylogeny and plant identification. Simple sequence repeat (SSR) analysis showed that there were 83 SSRs in the cp genome of cv Tombul. Phylogenetic analysis suggested that C. avellana cv Tombul had a close affinity to the sister group of C. fargesii and C. chinensis, and then a closer evolutionary relationship with Betulaceae family than other species of Fagales. CONCLUSION: In this study, the complete cp genome of Corylus avellana cv Tombul, the most widely cultivated variety in Turkey, was obtained and annotated, and additionally phylogenetic relationships were predicted among Fagales species. Our results suggest a very accurate assembly of chloroplast genome from next generation whole genome shotgun (WGS) sequences. Enhancement of taxon sampling in Corylus species provide genomic insights into phylogenetic analyses. The nucleotide sequences of cv Tombul cp genomes can provide comprehensive genetic insight into the evolution of genus Corylus.",2019 Nov 20
"""Bioinformatics Tools"" AND ""Comparative genomics""",31879570,Insight into plant cell wall degradation and pathogenesis of Ganoderma boninense via comparative genome analysis.,PeerJ,"BACKGROUND: G. boninense is a hemibiotrophic fungus that infects oil palms (Elaeis guineensis Jacq.) causing basal stem rot (BSR) disease and consequent massive economic losses to the oil palm industry. The pathogenicity of this white-rot fungus has been associated with cell wall degrading enzymes (CWDEs) released during saprophytic and necrotrophic stage of infection of the oil palm host. However, there is a lack of information available on the essentiality of CWDEs in wood-decaying process and pathogenesis of this oil palm pathogen especially at molecular and genome levels. METHODS: In this study, comparative genome analysis was carried out using the G. boninense NJ3 genome to identify and characterize carbohydrate-active enzyme (CAZymes) including CWDE in the fungal genome. Augustus pipeline was employed for gene identification in G. boninense NJ3 and the produced protein sequences were analyzed via dbCAN pipeline and PhiBase 4.5 database annotation for CAZymes and plant-host interaction (PHI) gene analysis, respectively. Comparison of CAZymes from G. boninense NJ3 was made against G. lucidum, a well-studied model Ganoderma sp. and five selected pathogenic fungi for CAZymes characterization. Functional annotation of PHI genes was carried out using Web Gene Ontology Annotation Plot (WEGO) and was used for selecting candidate PHI genes related to cell wall degradation of G. boninense NJ3. RESULTS: G. boninense was enriched with CAZymes and CWDEs in a similar fashion to G. lucidum that corroborate with the lignocellulolytic abilities of both closely-related fungal strains. The role of polysaccharide and cell wall degrading enzymes in the hemibiotrophic mode of infection of G. boninense was investigated by analyzing the fungal CAZymes with necrotrophic Armillaria solidipes, A. mellea, biotrophic Ustilago maydis, Melampsora larici-populina and hemibiotrophic Moniliophthora perniciosa. Profiles of the selected pathogenic fungi demonstrated that necrotizing pathogens including G. boninense NJ3 exhibited an extensive set of CAZymes as compared to the more CAZymes-limited biotrophic pathogens. Following PHI analysis, several candidate genes including polygalacturonase, endo beta-1,3-xylanase, beta-glucanase and laccase were identified as potential CWDEs that contribute to the plant host interaction and pathogenesis. DISCUSSION: This study employed bioinformatics tools for providing a greater understanding of the biological mechanisms underlying the production of CAZymes in G. boninense NJ3. Identification and profiling of the fungal polysaccharide- and lignocellulosic-degrading enzymes would further facilitate in elucidating the infection mechanisms through the production of CWDEs by G. boninense. Identification of CAZymes and CWDE-related PHI genes in G. boninense would serve as the basis for functional studies of genes associated with the fungal virulence and pathogenicity using systems biology and genetic engineering approaches.",2019
"""Bioinformatics Tools"" AND ""Comparative genomics""",31902105,Molecular evidence for adaptive evolution of olfactory-related genes in cervids.,Genes & genomics,"BACKGROUND: Cervids have evolved very successful means for survival and thriving to adapt to various climates and environments. One of these successful means might be the effective and efficient way of communication. To support this notion, cervids are well equipped with a variety of skin glands that distribute in different body regions. However, studies relevant to adaptive evolution in cervids, particularly on olfactory reception at the molecular level, have thus far not been reported. OBJECTIVE: To provide valuable insights into molecular evidence for the adaptive evolution of olfactory-related gene in cervids. METHODS: Based on recently sequenced genomes of cervids and closely-related-species, we performed comparative genomic analysis at genome level using bioinformatics tools. RESULTS: Tree topology strongly supported that Bovidae was the sister group of Moschidae and both formed a branch that was then clustered with Cervidae. Expansion of heavy chain genes of the dynein family and 51 rapidly evolving genes could be associated with adaptation of cilia that serve as sensory organelles and act as cellular antennae. Based on the branch-site model test along the deer branch spanning 7-21 mammalian species, 14 deer olfactory receptor genes were found to be undergoing positive selection pressure and 89 positive selection sites (probability > 60%) had amino acid substitutions unique to deer. CONCLUSION: This study, for the first time, provides significant molecular evidence for adaption of olfactory-related genes of cervids according to their olfactory behavior.",2020 Apr
"""Bioinformatics Tools"" AND ""Comparative genomics""",31948633,Investigation of genomic characteristics and carbohydrates' metabolic activity of Lactococcus lactis subsp. lactis during ripening of a Swiss-type cheese.,Food microbiology,"Genetic diversity and metabolic properties of Lactococcus lactis subsp. lactis were explored using phylogenetic, pan-genomic and metatranscriptomic analysis. The genomes, used in the current study, were available and downloaded from the GenBank which were primarily related with microorganisms isolated from dairy products and secondarily from other foodstuffs. To study the genetic diversity of the microorganism, various bioinformatics tools were employed such as average nucleotide identity, digital DNA-DNA hybridization, phylogenetic analysis, clusters of orthologous groups analysis, KEGG orthology analysis and pan-genomic analysis. The results showed that Lc. lactis subsp. lactis strains cannot be sufficiently separated into phylogenetic lineages based on the 16S rRNA gene sequences and core genome-based phylogenetic analysis was more appropriate. Pan-genomic analysis of the strains indicated that the core, accessory and unique genome comprised of 1036, 3146 and 1296 genes, respectively. Considering the results of pan-genomic and KEGG orthology analyses, the metabolic network of Lc. lactis subsp. lactis was rebuild regarding its carbohydrates' metabolic capabilities. Based on the metatranscriptomic data during the ripening of the Swiss-type Maasdam cheese at 20  degrees C and 5  degrees C, it was shown that the microorganism performed mixed acid fermentation producing lactate, formate, acetate, ethanol and 2,3-butanediol. Mixed acid fermentation was more pronounced at higher ripening temperatures. At lower ripening temperatures, the genes involved in mixed acid fermentation were repressed while lactate production remained unaffected resembling to a homolactic fermentation. Comparative genomics and metatranscriptomic analysis are powerful tools to gain knowledge on the genomic diversity of the lactic acid bacteria used as starter cultures as well as on the metabolic activities occurring in fermented dairy products.",2020 May
"""Bioinformatics Tools"" AND ""Comparative genomics""",32150860,"Comparative Genomic Analysis Confirms Five Genetic Populations of the Select Agent, Rathayibacter toxicus.",Microorganisms,"Rathayibacter toxicus is a Gram-positive, nematode-vectored bacterium that infects several grass species in the family Poaceae. Unique in its genus, R. toxicus has the smallest genome, possesses a complete CRISPR-Cas system, a vancomycin-resistance cassette, produces tunicamycin, a corynetoxin responsible for livestock deaths in Australia, and is designated a Select Agent in the United States. In-depth, genome-wide analyses performed in this study support the previously designated five genetic populations, with a core genome comprising approximately 80% of the genome for all populations. Results varied as a function of the type of analysis and when using different bioinformatics tools for the same analysis; e.g., some programs failed to identify specific genomic regions that were actually present. The software variance highlights the need to verify bioinformatics results by additional methods; e.g., PCR, mapping genes to genomes, use of multiple algorithms). These analyses suggest the following relationships among populations: RT-IV <--> RT-I <--> RT-II <--> RT-III <--> RT-V, with RT-IV and RT-V being the most unrelated. This is the most comprehensive analysis of R. toxicus that included populations RT-I and RT-V. Future studies require underrepresented populations and more recent isolates from varied hosts and geographic locations.",2020 Mar 5
"""Bioinformatics Tools"" AND ""Comparative genomics""",32314836,Global transcriptome analysis reveals circadian control of splicing events in Arabidopsis thaliana.,The Plant journal : for cell and molecular biology,"The circadian clock of Arabidopsis thaliana controls many physiological and molecular processes, allowing plants to anticipate daily changes in their environment. However, developing a detailed understanding of how oscillations in mRNA levels are connected to oscillations in co/post-transcriptional processes, such as splicing, has remained a challenge. Here we applied a combined approach using deep transcriptome sequencing and bioinformatics tools to identify novel circadian-regulated genes and splicing events. Using a stringent approach, we identified 300 intron retention, eight exon skipping, 79 alternative 3' splice site usage, 48 alternative 5' splice site usage, and 350 multiple (more than one event type) annotated events under circadian regulation. We also found seven and 721 novel alternative exonic and intronic events. Depletion of the circadian-regulated splicing factor AtSPF30 homologue resulted in the disruption of a subset of clock-controlled splicing events. Altogether, our global circadian RNA-seq coupled with an in silico, event-centred, splicing analysis tool offers a new approach for studying the interplay between the circadian clock and the splicing machinery at a global scale. The identification of many circadian-regulated splicing events broadens our current understanding of the level of control that the circadian clock has over this co/post-transcriptional regulatory layer.",2020 Jul
"""Bioinformatics Tools"" AND ""Comparative genomics""",32425557,"Genomic and Phenotypic Diversity of Listeria monocytogenes Causing Pregnancy-Associated Listeriosis from Zhejiang Province, China, 2016-2018.",Infection and drug resistance,"INTRODUCTION: There are few investigations describing the pregnancy-associated listeriosis in China, and the molecular characteristics of Listeria monocytogenes causing such infections remain largely unknown. We aim to investigate the phenotypic and genomic profiles of pregnancy-associated L. monocytogenes isolates and their association with isolates recovered from human and non-human in China. MATERIALS AND METHODS: In this study, we conducted a 3-year surveillance of listeriosis in a women's hospital in Zhejiang province, using whole genome sequencing and bioinformatics tools. RESULTS: From 2016 to 2018, we identified 13 clinical L. monocytogenes isolates. Among these pregnancy-associated isolates, we found seven sequence types (STs), with the prevalent STs of ST87 and ST7. Serotyping divided the strains into four serotypes, including serotype 1/2a, 1/2b, 3a, and 4b. Antimicrobial resistance testing showed that all the isolates were susceptible to 10 antibiotics. Comparative genomics analysis clearly classified our genome collection into four distinct evolutionary lineages with most isolates grouping into lineages I and II. Interestingly, we found three pairs of isolates with high identity, although no evident epidemiological association was observed. CONCLUSION: This study reports for the first time the surveillance of pregnancy-associated listeriosis in Zhejiang province, China, which indicates that the infection rate is low in this region. Our findings provide insight into the evolution and genetic diversity of pregnancy-associated L. monocytogenes from Zhejiang province. Additional investigations involving more human and non-human isolates with a ""one health"" strategy are needed for prediction of the listeriosis risk associated with a typical prevalent clone in Zhejiang province, such as ST87.",2020
"""Bioinformatics Tools"" AND ""Comparative genomics""",32932689,p-Aminophenylalanine Involved in the Biosynthesis of Antitumor Dnacin B1 for Quinone Moiety Formation.,"Molecules (Basel, Switzerland)","Actinosynnema species produce diverse natural products with important biological activities, which represent an important resource of antibiotic discovery. Advances in genome sequencing and bioinformatics tools have accelerated the exploration of the biosynthetic gene clusters (BGCs) encoding natural products. Herein, the completed BGCs of dnacin B1 were first discovered in two Actinosynnema pretiosum subsp. auranticum strains DSM 44131(T) (hereafter abbreviated as strain DSM 44131(T)) and X47 by comparative genome mining strategy. The BGC for dnacin B1 contains 41 ORFs and spans a 66.9 kb DNA region in strain DSM 44131(T). Its involvement in dnacin B1 biosynthesis was identified through the deletion of a 9.7 kb region. Based on the functional gene analysis, we proposed the biosynthetic pathway for dnacin B1. Moreover, p-amino-phenylalanine (PAPA) unit was found to be the dnacin B1 precursor for the quinone moiety formation, and this was confirmed by heterologous expression of dinV, dinE and dinF in Escherichia coli. Furthermore, nine potential PAPA aminotransferases (APAT) from the genome of strain DSM 44131(T) were explored and expressed. Biochemical evaluation of their amino group transformation ability was carried out with p-amino-phenylpyruvic acid (PAPP) or PAPA as the substrate for the final product formation. Two of those, APAT4 and APAT9, displayed intriguing aminotransferase ability for the formation of PAPA. The proposed dnacin B1 biosynthetic machinery and PAPA biosynthetic investigations not only enriched the knowledge of tetrahydroisoquinoline (THIQ) biosynthesis, but also provided PAPA building blocks to generate their structurally unique homologues.",2020 Sep 12
"""Bioinformatics Tools"" AND ""Comparative genomics""",33105733,Identification and Characterization of a Novel CLCN7 Variant Associated with Osteopetrosis.,Genes,"Osteopetrosis is a group of rare inheritable disorders of the skeleton characterized by increased bone density. The disease is remarkably heterogeneous in clinical presentation and often misdiagnosed. Therefore, genetic testing and molecular pathogenicity analysis are essential for precise diagnosis and new targets for preventive pharmacotherapy. Mutations in the CLCN7 gene give rise to the complete spectrum of osteopetrosis phenotypes and are responsible for about 75% of cases of autosomal dominant osteopetrosis. In this study, we report the identification of a novel variant in the CLCN7 gene in a patient diagnosed with osteopetrosis and provide evidence for its significance (likely deleterious) based on extensive comparative genomics, protein sequence and structure analysis. A set of automated bioinformatics tools used to predict consequences of this variant identified it as deleterious or pathogenic. Structure analysis revealed that the variant is located at the same ""hot spot"" as the most common CLCN7 mutations causing osteopetrosis. Deep phylogenetic reconstruction showed that not only Leu614Arg, but any non-aliphatic substitutions in this position are evolutionarily intolerant, further supporting the deleterious nature of the variant. The present study provides further evidence that reconstructing a precise evolutionary history of a gene helps in predicting phenotypical consequences of variants of uncertain significance.",2020 Oct 22
"""Bioinformatics Tools"" AND ""Comparative genomics""",33162959,"Bioinformatics-Based Activities in High School: Fostering Students' Literacy, Interest, and Attitudes on Gene Regulation, Genomics, and Evolution.",Frontiers in microbiology,"The key role of bioinformatics in explaining biological phenomena calls for the need to rethink didactic approaches at high school aligned with a new scientific reality. Despite several initiatives to introduce bioinformatics in the classroom, there is still a lack of knowledge on their impact on students' learning gains, engagement, and motivation. In this study, we detail the effects of four bioinformatics laboratories tailored for high school biology classes named ""Mining the Genome: Using Bioinformatics Tools in the Classroom to Support Student Discovery of Genes"" on literacy, interest, and attitudes on 387 high school students. By exploring these laboratories, students get acquainted with bioinformatics and acknowledge that many bioinformatics tools can be intuitive for beginners. Furthermore, introducing comparative genomics in their learning practices contributed for a better understanding of curricular contents regarding the identification of genes, their regulation, and how to make evolutionary assumptions. Following the intervention, students were able to pinpoint bioinformatics tools required to identify genes in a genomics sequence, and most importantly, they were able to solve genomics-related misconceptions. Overall, students revealed a positive attitude regarding the integration of bioinformatics-based approaches in their learning practices, reinforcing their added value in educational approaches.",2020
"""Bioinformatics Tools"" AND ""Comparative genomics""",33194329,"Epitope-based chimeric peptide vaccine design against S, M and E proteins of SARS-CoV-2, the etiologic agent of COVID-19 pandemic: an in silico approach.",PeerJ,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is the etiologic agent of the ongoing pandemic of coronavirus disease 2019 (COVID-19), a public health emergency of international concerns declared by the World Health Organization (WHO). An immuno-informatics approach along with comparative genomics was applied to design a multi-epitope-based peptide vaccine against SARS-CoV-2 combining the antigenic epitopes of the S, M, and E proteins. The tertiary structure was predicted, refined and validated using advanced bioinformatics tools. The candidate vaccine showed an average of >/=90.0% world population coverage for different ethnic groups. Molecular docking and dynamics simulation of the chimeric vaccine with the immune receptors (TLR3 and TLR4) predicted efficient binding. Immune simulation predicted significant primary immune response with increased IgM and secondary immune response with high levels of both IgG1 and IgG2. It also increased the proliferation of T-helper cells and cytotoxic T-cells along with the increased IFN-gamma and IL-2 cytokines. The codon optimization and mRNA secondary structure prediction revealed that the chimera is suitable for high-level expression and cloning. Overall, the constructed recombinant chimeric vaccine candidate demonstrated significant potential and can be considered for clinical validation to fight against this global threat, COVID-19.",2020
"""Bioinformatics Tools"" AND ""Comparative genomics""",33352976,Dark Matter of Primate Genomes: Satellite DNA Repeats and Their Evolutionary Dynamics.,Cells,"A substantial portion of the primate genome is composed of non-coding regions, so-called ""dark matter"", which includes an abundance of tandemly repeated sequences called satellite DNA. Collectively known as the satellitome, this genomic component offers exciting evolutionary insights into aspects of primate genome biology that raise new questions and challenge existing paradigms. A complete human reference genome was recently reported with telomere-to-telomere human X chromosome assembly that resolved hundreds of dark regions, encompassing a 3.1 Mb centromeric satellite array that had not been identified previously. With the recent exponential increase in the availability of primate genomes, and the development of modern genomic and bioinformatics tools, extensive growth in our knowledge concerning the structure, function, and evolution of satellite elements is expected. The current state of knowledge on this topic is summarized, highlighting various types of primate-specific satellite repeats to compare their proportions across diverse lineages. Inter- and intraspecific variation of satellite repeats in the primate genome are reviewed. The functional significance of these sequences is discussed by describing how the transcriptional activity of satellite repeats can affect gene expression during different cellular processes. Sex-linked satellites are outlined, together with their respective genomic organization. Mechanisms are proposed whereby satellite repeats might have emerged as novel sequences during different evolutionary phases. Finally, the main challenges that hinder the detection of satellite DNA are outlined and an overview of the latest methodologies to address technological limitations is presented.",2020 Dec 18
"""Bioinformatics Tools"" AND ""Comparative genomics""",33592318,"Genomic signatures of adaptation to natural settings in non-typhoidal Salmonella enterica Serovars Saintpaul, Thompson and Weltevreden.","Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases","Salmonella enterica is a pathogenic bacterium responsible for intestinal illness and systemic diseases such as typhoid and paratyphoid fevers. Among clinical manifestation classification, non-typhoidal Salmonella is mainly known as foodborne pathogen associated with the consumption of fecal contaminated food and water. Even though Salmonella hosts include humans and warm-blooded animals, it has been found in non-host environments as river water where the bacteria use different strategies to fitness the environment persisting and establishment. Now with the availability of WGS and bioinformatics tools, we can explore bacterial genomes with higher resolution to increase our understanding of specific genetic signatures among environmental and clinical isolates, being the goal of this work. Pangenome construction allowed the detection of specific environmental and clinical gene clusters related to metabolism and secretion systems as the main signature respectively. Specifically, D-galactonate degradation pathway was observed mainly in environmental genomes while T3SS and flagellum genes were detected for all clinical but not for all environmental isolates. Gene duplication and pseudogenes accumulation were detected as the main adaptation strategy for environmental isolates; thus, isolation source may play an important role in genome plasticity, conferring a selective advantage to survive and persist for environmental Salmonella isolates. Intact prophage sequences with cargo genes were observable for both isolation sources playing an important role in virulence contribution.",2021 Jun
"""Bioinformatics Tools"" AND ""Comparative genomics""",33809022,Whole-Genome Sequencing and Comparative Genomics of Three Helicobacter pylori Strains Isolated from the Stomach of a Patient with Adenocarcinoma.,"Pathogens (Basel, Switzerland)","Helicobacter pylori is a common pathogen associated with several severe digestive diseases. Although multiple virulence factors have been described, it is still unclear the role of virulence factors on H. pylori pathogenesis and disease progression. Whole genome sequencing could help to find genetic markers of virulence strains. In this work, we analyzed three complete genomes from isolates obtained at the same point in time from a stomach of a patient with adenocarcinoma, using multiple available bioinformatics tools. The genome analysis of the strains B508A-S1, B508A-T2A and B508A-T4 revealed that they were cagA, babA and sabB/hopO negative. The differences among the three genomes were mainly related to outer membrane proteins, methylases, restriction modification systems and flagellar biosynthesis proteins. The strain B508A-T2A was the only one presenting the genotype vacA s1, and had the most distinct genome as it exhibited fewer shared genes, higher number of unique genes, and more polymorphisms were found in this genome. With all the accumulated information, no significant differences were found among the isolates regarding virulence and origin of the isolates. Nevertheless, some B508A-T2A genome characteristics could be linked to the pathogenicity of H. pylori.",2021 Mar 12
"""Bioinformatics Tools"" AND ""Comparative genomics""",33932986,"Comparative genome analysis of multidrug-resistant Pseudomonas aeruginosa JNQH-PA57, a clinically isolated mucoid strain with comprehensive carbapenem resistance mechanisms.",BMC microbiology,"BACKGROUND: The prevalence of clinical multidrug-resistant (MDR) Pseudomonas aeruginosa has been increasing rapidly worldwide over the years and responsible for a wide range of acute and chronic infections with high mortalities. Although hundreds of complete genomes of clinical P. aeruginosa isolates have been sequenced, only a few complete genomes of mucoid strains are available, limiting a comprehensive understanding of this important group of opportunistic pathogens. Herein, the complete genome of a clinically isolated mucoid strain P. aeruginosa JNQH-PA57 was sequenced and assembled using Illumina and Oxford nanopore sequencing technologies. Genomic features, phylogenetic relationships, and comparative genomics of this pathogen were comprehensively analyzed using various bioinformatics tools. A series of phenotypic and molecular-genetic tests were conducted to investigate the mechanisms of carbapenem resistance in this strain. RESULTS: Several genomic features of MDR P. aeruginosa JNQH-PA57 were identified based on the whole-genome sequencing. We found that the accessory genome of JNQH-PA57 including several prophages, genomic islands, as well as a PAPI-1 family integrative and conjugative element (ICE), mainly contributed to the larger genome of this strain (6,747,067 bp) compared to other popular P. aeruginosa strains (with an average genome size of 6,445,223 bp) listed in Pseudomonas Genome Database. Colony morphology analysis and biofilm crystal staining assay respectively demonstrated an enhanced alginate production and a thicker biofilm formation capability of JNQH-PA57. A deleted mutation at nt 424 presented in mucA gene, resulted in the upregulated expression of a sigma-factor AlgU and a GDP mannose dehydrogenase AlgD, which might explain the mucoid phenotype of this strain. As for the carbapenem resistance mechanisms, our results revealed that the interplay between impaired OprD porin, chromosomal beta-lactamase OXA-488 expression, MexAB-OprM and MexXY-OprM efflux pumps overexpression, synergistically with the alginates-overproducing protective biofilm, conferred the high carbapenem resistance to P. aeruginosa JNQH-PA57. CONCLUSION: Based on the genome analysis, we could demonstrate that the upregulated expression of algU and algD, which due to the truncation variant of MucA, might account for the mucoid phenotype of JNQH-PA57. Moreover, the resistance to carbapenem in P. aeruginosa JNQH-PA57 is multifactorial. The dataset presented in this study provided an essential genetic basis for the comprehensive cognition of the physiology, pathogenicity, and carbapenem resistance mechanisms of this clinical mucoid strain.",2021 May 1
"""Bioinformatics Tools"" AND ""Comparative genomics""",34155952,Comparative genomics of Bordetella pertussis and prediction of new vaccines and drug targets.,Journal of biomolecular structure & dynamics,"Pertussis is a highly contagious respiratory disease caused by Bordetella pertussis, a Gram-negative bacterium described over a century ago. Despite broad vaccine coverage and treatment options, the disease is remerging as a public health problem especially in infants and older children. Recent data indicate re-emergence of the disease is related to bacterial resistance to immune defences and decreased vaccine effectiveness, which obviously suggests the need of new effective vaccines and drugs. In an attempt to contribute with solutions to this great challenge, bioinformatics tools were used to genetically comprehend the species of these bacteria and predict new vaccines and drug targets. In fact, approaches were used to analysis genomic plasticity, gene synteny and species similarities between the 20 genomes of Bordetella pertussis already available. Furthermore, it was conducted reverse vaccinology and docking analysis to identify proteins with potential to become vaccine and drug targets, respectively. The analyses showed the 20 genomes belongs to a homogeneous group that has preserved most of the genes over time. Besides that, were found genomics islands and good proteins to be candidates for vaccine and drugs. Taken together, these results suggests new possibilities that may be useful to develop new vaccines and drugs that will help the prevention and treatment strategies of pertussis disease caused by these Bordetella strains. Communicated by Ramaswamy H. Sarma.",2022
"""Bioinformatics Tools"" AND ""Comparative genomics""",34646450,BASE: A novel workflow to integrate nonubiquitous genes in comparative genomics analyses for selection.,Ecology and evolution,"Inferring the selective forces that orthologous genes underwent across different lineages can help us understand the evolutionary processes that have shaped their extant diversity and the phenotypes they underlie. The most widespread metric to estimate the selection regimes of coding genes-across sites and phylogenies-is the ratio of nonsynonymous to synonymous substitutions (dN/dS, also known as omega). Nowadays, modern sequencing technologies and the large amount of already available sequence data allow the retrieval of thousands of orthologous genes across large numbers of species. Nonetheless, the tools available to explore selection regimes are not designed to automatically process all genes, and their practical usage is often restricted to the single-copy ones which are found across all species considered (i.e., ubiquitous genes). This approach limits the scale of the analysis to a fraction of single-copy genes, which can be as low as an order of magnitude in respect to those which are not consistently found in all species considered (i.e., nonubiquitous genes). Here, we present a workflow named BASE that-leveraging the CodeML framework-eases the inference and interpretation of gene selection regimes in the context of comparative genomics. Although a number of bioinformatics tools have already been developed to facilitate this kind of analyses, BASE is the first to be specifically designed to allow the integration of nonubiquitous genes in a straightforward and reproducible manner. The workflow-along with all relevant documentation-is available at github.com/for-giobbe/BASE.",2021 Oct
"""Bioinformatics Tools"" AND ""Comparative genomics""",34830372,Comprehensive Comparative Analysis of the GATA Transcription Factors in Four Rosaceae Species and Phytohormonal Response in Chinese Pear (Pyrus bretschneideri) Fruit.,International journal of molecular sciences,"The GATA gene family is one of the most important transcription factors (TFs). It extensively exists in plants, contributes to diverse biological processes such as the development process, and responds to environmental stress. Although the GATA gene family has been comprehensively and systematically studied in many species, less is known about GATA genes in Chinese pears (Pyrus bretschneideri). In the current study, the GATA gene family in the four Rosaceae genomes was identified, its structural characteristics identified, and a comparative analysis of its properties was carried out. Ninety-two encoded GATA proteins were authenticated in the four Rosaceae genomes (Pyrus bretschneideri, Prunus avium, Prunus mume, and Prunus persica) and categorized into four subfamilies (Ⅰ-Ⅳ) according to phylogeny. The majority of GATA genes contained one to two introns and conserved motif composition analysis revealed their functional divergence. Whole-genome duplications (WGDs) and dispersed duplication (DSD) played a key role in the expansion of the GATA gene family. The microarray indicated that, among P. bretschneideri, P. avium, P. mume and P. persica, GATA duplicated regions were more conserved between Pyrus bretschneideri and Prunus persica with 32 orthologous genes pairs. The physicochemical parameters, duplication patterns, non-synonymous (ka), and synonymous mutation rate (ks) and GO annotation ontology were performed using different bioinformatics tools. cis-elements respond to various phytohormones, abiotic/biotic stress, and light-responsive were found in the promoter regions of GATA genes which were induced via stimuli. Furthermore, subcellular localization of the PbGATA22 gene product was investigated, showing that it was present in the nucleus of tobacco (Nicotiana tabacum) epidermal cells. Finally, in silico analysis was performed on various organs (bud, leaf, stem, ovary, petal, and sepal) and different developmental stages of fruit. Subsequently, the expression profiles of PbGATA genes were extensively expressed under exogenous hormonal treatments of SA (salicylic acid), MeJA (methyl jasmonate), and ABA (abscisic acid) indicating that play important role in hormone signaling pathways. A comprehensive analysis of GATA transcription factors was performed through systematic biological approaches and comparative genomics to establish a theoretical base for further structural and functional investigations in Rosaceae species.",2021 Nov 19
"""Bioinformatics Tools"" AND ""Comparative genomics""",34900406,Helicobacter pylori virulence factors: relationship between genetic variability and phylogeographic origin.,PeerJ,"BACKGROUND: Helicobacter pylori is a pathogenic bacteria that colonize the gastrointestinal tract from human stomachs and causes diseases including gastritis, peptic ulcers, gastric lymphoma (MALT), and gastric cancer, with a higher prevalence in developing countries. Its high genetic diversity among strains is caused by a high mutation rate, observing virulence factors (VFs) variations in different geographic lineages. This study aimed to postulate the genetic variability associated with virulence factors present in the Helicobacter pylori strains, to identify the relationship of these genes with their phylogeographic origin. METHODS: The complete genomes of 135 strains available in NCBI, from different population origins, were analyzed using bioinformatics tools, identifying a high rate; as well as reorganization events in 87 virulence factor genes, divided into seven functional groups, to determine changes in position, number of copies, nucleotide identity and size, contrasting them with their geographical lineage and pathogenic phenotype. RESULTS: Bioinformatics analyses show a high rate of gene annotation errors in VF. Analysis of genetic variability of VFs shown that there is not a direct relationship between the reorganization and geographic lineage. However, regarding the pathogenic phenotype demonstrated in the analysis of many copies, size, and similarity when dividing the strains that possess and not the cag pathogenicity island (cagPAI), having a higher risk of developing gastritis and peptic ulcer was evidenced. Our data has shown that the analysis of the overall genetic variability of all VFs present in each strain of H. pylori is key information in understanding its pathogenic behavior.",2021
"""Bioinformatics Tools"" AND ""Comparative genomics""",35090393,NetSeekR: a network analysis pipeline for RNA-Seq time series data.,BMC bioinformatics,"BACKGROUND: Recent development of bioinformatics tools for Next Generation Sequencing data has facilitated complex analyses and prompted large scale experimental designs for comparative genomics. When combined with the advances in network inference tools, this can lead to powerful methodologies for mining genomics data, allowing development of pipelines that stretch from sequence reads mapping to network inference. However, integrating various methods and tools available over different platforms requires a programmatic framework to fully exploit their analytic capabilities. Integrating multiple genomic analysis tools faces challenges from standardization of input and output formats, normalization of results for performing comparative analyses, to developing intuitive and easy to control scripts and interfaces for the genomic analysis pipeline. RESULTS: We describe here NetSeekR, a network analysis R package that includes the capacity to analyze time series of RNA-Seq data, to perform correlation and regulatory network inferences and to use network analysis methods to summarize the results of a comparative genomics study. The software pipeline includes alignment of reads, differential gene expression analysis, correlation network analysis, regulatory network analysis, gene ontology enrichment analysis and network visualization of differentially expressed genes. The implementation provides support for multiple RNA-Seq read mapping methods and allows comparative analysis of the results obtained by different bioinformatics methods. CONCLUSION: Our methodology increases the level of integration of genomics data analysis tools to network inference, facilitating hypothesis building, functional analysis and genomics discovery from large scale NGS data. When combined with network analysis and simulation tools, the pipeline allows for developing systems biology methods using large scale genomics data.",2022 Jan 28
